concrete_sku,name,quantity,is_never_out_of_stock,is_bundle
155_30149933,Warehouse1,0,1,0
156_32018944,Warehouse1,0,1,0
157_29525342,Warehouse1,0,1,0
158_29885222,Warehouse1,0,1,0
159_29885260,Warehouse1,0,1,0
159_29885269,Warehouse1,0,1,0
160_29533301,Warehouse1,0,1,0
161_29533300,Warehouse1,0,1,0
162_29533299,Warehouse1,0,1,0
163_29728850,Warehouse1,0,1,0
164_29565390,Warehouse1,0,1,0
165_29879507,Warehouse1,0,1,0
165_29879528,Warehouse1,0,1,0
166_30230575,Warehouse1,0,1,0
166_29565389,Warehouse1,0,1,0
167_30375366,Warehouse1,0,1,0
167_30375364,Warehouse1,0,1,0
168_29379693,Warehouse1,0,1,0
168_21844742,Warehouse1,0,1,0
169_25880805,Warehouse1,0,1,0
170_28516206,Warehouse1,20,0,0
170_28549472,Warehouse1,20,0,0
171_27262160,Warehouse1,20,0,0
172_29801891,Warehouse1,20,0,0
173_26973306,Warehouse1,20,0,0
174_27253016,Warehouse1,20,0,0
175_26564922,Warehouse1,20,0,0
175_26935356,Warehouse1,20,0,0
176_29209306,Warehouse1,20,0,0
176_29381409,Warehouse1,20,0,0
176_29536449,Warehouse1,20,0,0
177_24867659,Warehouse1,20,0,0
177_24422865,Warehouse1,20,0,0
177_25913296,Warehouse1,20,0,0
178_29658415,Warehouse1,20,0,0
179_29658416,Warehouse1,20,0,0
180_32127058,Warehouse1,20,0,0
181_31995510,Warehouse1,20,0,0
182_30345097,Warehouse1,20,0,0
183_21811723,Warehouse1,20,0,0
215_123,Warehouse1,0,1,0
215_124,Warehouse1,0,1,0
216_123,Warehouse1,0,1,0
217_123,Warehouse1,0,1,0
217_1231,Warehouse1,0,1,0
218_123,Warehouse1,0,1,0
218_1230,Warehouse1,100,1,0
218_1230,Warehouse2,100,1,0
218_1231,Warehouse1,100,0,0
218_1232,Warehouse1,0,1,0
218_1233,Warehouse1,0,1,0
218_1234,Warehouse1,10,0,0
219_01,Warehouse1,100,1,0
666_124,Warehouse1,0,1,0
666_125,Warehouse1,0,1,0
666_126,Warehouse1,0,1,0
666_127,Warehouse1,0,1,0
666_128,Warehouse1,0,1,0
666_129,Warehouse1,0,1,0
666_130,Warehouse1,0,1,0
666_131,Warehouse1,0,1,0
666_132,Warehouse1,0,1,0
666_133,Warehouse1,0,1,0
fish-1-1,Warehouse1,1525.694,0,0
potato-1-1,Warehouse1,254.428,0,0
cable-hdmi-1-1,Warehouse1,69,0,0
cable-hdmi-1-2,Warehouse1,541.21,0,0
cable-vga-1-1,Warehouse1,69,0,0
cable-vga-1-2,Warehouse1,541.21,0,0
