abstract_sku,old_sku,concrete_sku,name.en_US,name.de_DE,attribute_key_1,value_1,attribute_key_1.en_US,value_1.en_US,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,attribute_key_2.en_US,value_2.en_US,attribute_key_2.de_DE,value_2.de_DE,icecat_pdp_url,description.en_US,description.de_DE,is_searchable.en_US,is_searchable.de_DE,icecat_license,bundled
8393747953,016_9797892816,9797892816,"(EN) Nemo distinctio nisi.","(DE) Nemo distinctio nisi.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Nam eius.","(DE) Nam eius.",1,1,,9291430986/3
1350357251,017_601996342X,601996342X,"(EN) Et rem nihil.","(DE) Et rem nihil.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Nulla blanditiis.","(DE) Nulla blanditiis.",1,1,,2378823460/4
8864664602,018_7337342667,7337342667,"(EN) Modi et.","(DE) Modi et.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Explicabo dolorum rerum.","(DE) Explicabo dolorum rerum.",1,1,,
3558586603,019_9364170377,9364170377,"(EN) Alias molestias omnis.","(DE) Alias molestias omnis.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Ut dignissimos omnis.","(DE) Ut dignissimos omnis.",1,1,,601996342X/1
7213527282,020_9322714433,9322714433,"(EN) Iste placeat.","(DE) Iste placeat.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Delectus adipisci itaque.","(DE) Delectus adipisci itaque.",1,1,,
818742947X,021_2314128451,2314128451,"(EN) Omnis vel alias.","(DE) Omnis vel alias.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Mollitia ratione amet.","(DE) Mollitia ratione amet.",1,1,,0627381456/3
1087811902,022_7816600275,7816600275,"(EN) Facere atque aut.","(DE) Facere atque aut.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Ratione ipsum nulla.","(DE) Ratione ipsum nulla.",1,1,,
3747907334,023_5134638772,5134638772,"(EN) Culpa fuga.","(DE) Culpa fuga.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Maiores voluptatibus.","(DE) Maiores voluptatibus.",1,1,,
1131028600,024_1769107533,1769107533,"(EN) Corrupti esse repellendus.","(DE) Corrupti esse repellendus.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Rem deleniti.","(DE) Rem deleniti.",1,1,,
6221330726,025_7313431414,7313431414,"(EN) Et ducimus vero.","(DE) Et ducimus vero.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Omnis et enim.","(DE) Omnis et enim.",1,1,,
6141921418,026_5226393229,5226393229,"(EN) Ut sunt.","(DE) Ut sunt.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Omnis nisi.","(DE) Omnis nisi.",1,1,,5388613437/4
4292024073,027_0146203267,0146203267,"(EN) Dolor et.","(DE) Dolor et.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Facilis in sequi.","(DE) Facilis in sequi.",1,1,,
1288949847,028_103223251X,103223251X,"(EN) Culpa repellendus odio.","(DE) Culpa repellendus odio.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Nobis minus.","(DE) Nobis minus.",1,1,,
1820564568,029_6829863333,6829863333,"(EN) Recusandae eos.","(DE) Recusandae eos.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Earum placeat animi.","(DE) Earum placeat animi.",1,1,,9322714433/2
8301437642,030_9364583531,9364583531,"(EN) Est molestiae laborum.","(DE) Est molestiae laborum.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Laborum sint.","(DE) Laborum sint.",1,1,,
865827585X,031_260577404X,260577404X,"(EN) Sint sunt.","(DE) Sint sunt.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Nam maiores sequi.","(DE) Nam maiores sequi.",1,1,,
7704292986,032_2378675151,2378675151,"(EN) Earum repellat quam.","(DE) Earum repellat quam.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) A error.","(DE) A error.",1,1,,
484241278X,033_8667291161,8667291161,"(EN) Fugiat earum amet.","(DE) Fugiat earum amet.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Aut voluptatibus voluptatem.","(DE) Aut voluptatibus voluptatem.",1,1,,
3137733413,034_000041350X,000041350X,"(EN) Debitis repellat et.","(DE) Debitis repellat et.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Ut quaerat deleniti.","(DE) Ut quaerat deleniti.",1,1,,7313431414/4
4999128942,035_1765949246,1765949246,"(EN) Est quaerat non.","(DE) Est quaerat non.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Sint rerum sed.","(DE) Sint rerum sed.",1,1,,601996342X/4
3730989081,036_2827537419,2827537419,"(EN) Est aut dolorem.","(DE) Est aut dolorem.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Fugit et tempora.","(DE) Fugit et tempora.",1,1,,
0615839800,037_3148978986,3148978986,"(EN) Id aut.","(DE) Id aut.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Et velit.","(DE) Et velit.",1,1,,0727257552/1
1035359278,038_903860954X,903860954X,"(EN) Qui molestiae harum.","(DE) Qui molestiae harum.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Quod ut ipsa.","(DE) Quod ut ipsa.",1,1,,
2600755896,039_1382578679,1382578679,"(EN) Facere vitae.","(DE) Facere vitae.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Illum minus suscipit.","(DE) Illum minus suscipit.",1,1,,6741998187/4
6580410078,040_8969535047,8969535047,"(EN) Animi ullam.","(DE) Animi ullam.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Numquam praesentium.","(DE) Numquam praesentium.",1,1,,7043521610/2
5006152516,041_738620468X,738620468X,"(EN) Et impedit velit.","(DE) Et impedit velit.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Ducimus suscipit alias.","(DE) Ducimus suscipit alias.",1,1,,
4208331852,042_4541075687,4541075687,"(EN) Tempore qui.","(DE) Tempore qui.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Natus pariatur.","(DE) Natus pariatur.",1,1,,5388613437/3
7951200697,043_2288448946,2288448946,"(EN) Id numquam.","(DE) Id numquam.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Aliquam quia quis.","(DE) Aliquam quia quis.",1,1,,601996342X/4
3613375419,044_887098124X,887098124X,"(EN) Iusto sed et.","(DE) Iusto sed et.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Ipsa dicta.","(DE) Ipsa dicta.",1,1,,7337342667/4
4521542077,045_2757342037,2757342037,"(EN) In in.","(DE) In in.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Quis et vel.","(DE) Quis et vel.",1,1,,0146203267/3
4629066713,046_0600579816,0600579816,"(EN) Voluptatem maxime.","(DE) Voluptatem maxime.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Eum optio nihil.","(DE) Eum optio nihil.",1,1,,0146203267/2
0467245738,047_7976553690,7976553690,"(EN) Facilis dolorem.","(DE) Facilis dolorem.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Est iste molestiae.","(DE) Est iste molestiae.",1,1,,
2053478888,048_0904366316,0904366316,"(EN) Praesentium et.","(DE) Praesentium et.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Doloribus est.","(DE) Doloribus est.",1,1,,
6305977887,049_8591875923,8591875923,"(EN) Ut voluptatem corporis.","(DE) Ut voluptatem corporis.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Aut cum.","(DE) Aut cum.",1,1,,2827537419/3
0391370588,050_3350288715,3350288715,"(EN) Dolores ex sunt.","(DE) Dolores ex sunt.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Eum ea repellendus.","(DE) Eum ea repellendus.",1,1,,
8736615218,051_7066980719,7066980719,"(EN) Et illum tenetur.","(DE) Et illum tenetur.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Molestiae ut.","(DE) Molestiae ut.",1,1,,0627381456/5
0878194568,052_4992862136,4992862136,"(EN) Aut ipsam.","(DE) Aut ipsam.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Dignissimos sint.","(DE) Dignissimos sint.",1,1,,4990793056/2
7862807553,053_7326573573,7326573573,"(EN) Possimus sint.","(DE) Possimus sint.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Ex qui nemo.","(DE) Ex qui nemo.",1,1,,
5417387746,054_6410312261,6410312261,"(EN) Ea ut.","(DE) Ea ut.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Est voluptas.","(DE) Est voluptas.",1,1,,7043521610/1
0723887349,055_1111432724,1111432724,"(EN) Itaque et veniam.","(DE) Itaque et veniam.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Nam veritatis voluptatem.","(DE) Nam veritatis voluptatem.",1,1,,7337342667/4
3052223682,056_3948805067,3948805067,"(EN) Architecto et ipsum.","(DE) Architecto et ipsum.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) At nemo provident.","(DE) At nemo provident.",1,1,,1769107533/4
0809323885,057_1369588755,1369588755,"(EN) Et asperiores est.","(DE) Et asperiores est.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Dolorem quas quaerat.","(DE) Dolorem quas quaerat.",1,1,,
0647632284,058_900364327X,900364327X,"(EN) Iste consequatur quia.","(DE) Iste consequatur quia.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Praesentium laboriosam ea.","(DE) Praesentium laboriosam ea.",1,1,,2314128451/1
6093341232,059_8653074058,8653074058,"(EN) Minima est.","(DE) Minima est.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Nostrum accusamus.","(DE) Nostrum accusamus.",1,1,,
7082348657,060_7982157947,7982157947,"(EN) Eveniet nobis autem.","(DE) Eveniet nobis autem.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Aut dolorum.","(DE) Aut dolorum.",1,1,,9364583531/3
1342307453,061_4560030642,4560030642,"(EN) Quis voluptatem.","(DE) Quis voluptatem.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Omnis impedit.","(DE) Omnis impedit.",1,1,,
1518734286,062_6195176028,6195176028,"(EN) Qui alias voluptatem.","(DE) Qui alias voluptatem.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Quos ab placeat.","(DE) Quos ab placeat.",1,1,,
6144157506,063_997248338X,997248338X,"(EN) Ut quae explicabo.","(DE) Ut quae explicabo.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Voluptatem et.","(DE) Voluptatem et.",1,1,,
3442108217,064_8642348674,8642348674,"(EN) Saepe et.","(DE) Saepe et.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Culpa ut.","(DE) Culpa ut.",1,1,,5134638772/2
8773425850,065_6976896902,6976896902,"(EN) Aperiam sint.","(DE) Aperiam sint.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Nemo et.","(DE) Nemo et.",1,1,,3948805067/2
8033589876,066_2530700362,2530700362,"(EN) Perspiciatis tempore.","(DE) Perspiciatis tempore.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) In ratione.","(DE) In ratione.",1,1,,
060936491X,067_3547469597,3547469597,"(EN) Numquam nihil impedit.","(DE) Numquam nihil impedit.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Possimus nemo earum.","(DE) Possimus nemo earum.",1,1,,7976553690/3
7577059110,068_1057663425,1057663425,"(EN) Quos dolor libero.","(DE) Quos dolor libero.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Vel nulla at.","(DE) Vel nulla at.",1,1,,7976553690/1
286149820X,069_7247679379,7247679379,"(EN) Quis sint dolores.","(DE) Quis sint dolores.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Odio molestiae unde.","(DE) Odio molestiae unde.",1,1,,
7455824556,070_1933148519,1933148519,"(EN) Assumenda aut.","(DE) Assumenda aut.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Ut et est.","(DE) Ut et est.",1,1,,260577404X/5
4913716409,071_8988942175,8988942175,"(EN) Aut quibusdam et.","(DE) Aut quibusdam et.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Officiis sint.","(DE) Officiis sint.",1,1,,3148978986/5
0312385021,072_2037034105,2037034105,"(EN) Adipisci qui.","(DE) Adipisci qui.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Eum voluptatum.","(DE) Eum voluptatum.",1,1,,
2300138603,073_935173949X,935173949X,"(EN) Fuga qui.","(DE) Fuga qui.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Explicabo error.","(DE) Explicabo error.",1,1,,9364170377/2
7323471893,074_3592213237,3592213237,"(EN) Rerum quae sit.","(DE) Rerum quae sit.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Magni sit ipsa.","(DE) Magni sit ipsa.",1,1,,
4837374840,075_1836608519,1836608519,"(EN) Consequatur vitae voluptas.","(DE) Consequatur vitae voluptas.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Sed ut.","(DE) Sed ut.",1,1,,
8971183659,076_8509384207,8509384207,"(EN) Velit qui.","(DE) Velit qui.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Quo corrupti ut.","(DE) Quo corrupti ut.",1,1,,
2311571567,077_5848674434,5848674434,"(EN) Id harum.","(DE) Id harum.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Ipsam occaecati.","(DE) Ipsam occaecati.",1,1,,738620468X/3
382867822X,078_6188655862,6188655862,"(EN) Nemo dolores amet.","(DE) Nemo dolores amet.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Et cum veniam.","(DE) Et cum veniam.",1,1,,
6622161437,079_0860218287,0860218287,"(EN) Non itaque.","(DE) Non itaque.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Et odio.","(DE) Et odio.",1,1,,
6574803454,080_9340805062,9340805062,"(EN) Tempore eos.","(DE) Tempore eos.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Maxime inventore voluptatum.","(DE) Maxime inventore voluptatum.",1,1,,5226393229/3
0673872629,081_3503247246,3503247246,"(EN) Mollitia est.","(DE) Mollitia est.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Et est officiis.","(DE) Et est officiis.",1,1,,260577404X/5
1618772821,082_2284778364,2284778364,"(EN) Qui eum repellat.","(DE) Qui eum repellat.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Sapiente consequatur delectus.","(DE) Sapiente consequatur delectus.",1,1,,
5141978931,083_1990036856,1990036856,"(EN) Vel beatae.","(DE) Vel beatae.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Impedit aut.","(DE) Impedit aut.",1,1,,
447648588X,084_8956189560,8956189560,"(EN) Et qui.","(DE) Et qui.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Non voluptas eius.","(DE) Non voluptas eius.",1,1,,2378675151/5
5001990688,085_8714478056,8714478056,"(EN) Illum molestiae.","(DE) Illum molestiae.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Rerum ipsa.","(DE) Rerum ipsa.",1,1,,
6467038355,086_6591850740,6591850740,"(EN) Non et.","(DE) Non et.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Quis voluptatem.","(DE) Quis voluptatem.",1,1,,
9698343318,087_4594527752,4594527752,"(EN) Assumenda eos repellat.","(DE) Assumenda eos repellat.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Suscipit omnis.","(DE) Suscipit omnis.",1,1,,903860954X/1
7827793134,088_7317373192,7317373192,"(EN) Consequatur et.","(DE) Consequatur et.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Facilis rerum.","(DE) Facilis rerum.",1,1,,3948805067/3
0425762831,089_2031333143,2031333143,"(EN) Similique itaque quaerat.","(DE) Similique itaque quaerat.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Numquam quibusdam voluptas.","(DE) Numquam quibusdam voluptas.",1,1,,1057663425/5
6217318318,090_6784345428,6784345428,"(EN) Harum quia.","(DE) Harum quia.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Eligendi totam.","(DE) Eligendi totam.",1,1,,1769107533/4
0155341170,091_6185018179,6185018179,"(EN) Voluptates itaque.","(DE) Voluptates itaque.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Non non sit.","(DE) Non non sit.",1,1,,
7521395638,092_9179390455,9179390455,"(EN) Dignissimos porro quis.","(DE) Dignissimos porro quis.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Ex omnis.","(DE) Ex omnis.",1,1,,2530700362/3
2373551802,093_501873549X,501873549X,"(EN) Quod itaque qui.","(DE) Quod itaque qui.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Et similique aliquid.","(DE) Et similique aliquid.",1,1,,
2273322178,094_5160062874,5160062874,"(EN) Cupiditate minima pariatur.","(DE) Cupiditate minima pariatur.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Omnis rerum.","(DE) Omnis rerum.",1,1,,1111432724/4
2396178040,095_6671375186,6671375186,"(EN) Ut consequuntur in.","(DE) Ut consequuntur in.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Officiis iste exercitationem.","(DE) Officiis iste exercitationem.",1,1,,0627381456/4
8363019070,096_4467882979,4467882979,"(EN) Nihil aliquid.","(DE) Nihil aliquid.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Magnam hic.","(DE) Magnam hic.",1,1,,2530700362/5
3965981056,097_7521682181,7521682181,"(EN) Delectus quia.","(DE) Delectus quia.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Dolor et quae.","(DE) Dolor et quae.",1,1,,
5580107323,098_8852560483,8852560483,"(EN) Dolorem est aliquid.","(DE) Dolorem est aliquid.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Quaerat blanditiis.","(DE) Quaerat blanditiis.",1,1,,
8745088896,099_4368323815,4368323815,"(EN) Eius amet.","(DE) Eius amet.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Qui ut.","(DE) Qui ut.",1,1,,
044263725X,100_1648272517,1648272517,"(EN) Quibusdam est ipsum.","(DE) Quibusdam est ipsum.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Ratione hic.","(DE) Ratione hic.",1,1,,1369588755/3
9049000355,101_8671009793,8671009793,"(EN) Magnam incidunt.","(DE) Magnam incidunt.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Optio nostrum.","(DE) Optio nostrum.",1,1,,
9627316393,102_6054067788,6054067788,"(EN) Autem in earum.","(DE) Autem in earum.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Neque aliquid.","(DE) Neque aliquid.",1,1,,738620468X/1
8488401841,103_4654833463,4654833463,"(EN) At qui.","(DE) At qui.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Voluptate harum odit.","(DE) Voluptate harum odit.",1,1,,
6138748905,104_7196404963,7196404963,"(EN) Et et.","(DE) Et et.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Hic aut.","(DE) Hic aut.",1,1,,1111432724/2
6502600220,105_9544930450,9544930450,"(EN) Dolor molestias.","(DE) Dolor molestias.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Et ab.","(DE) Et ab.",1,1,,
3194701088,106_9073935040,9073935040,"(EN) Omnis rerum ipsa.","(DE) Omnis rerum ipsa.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Occaecati accusamus.","(DE) Occaecati accusamus.",1,1,,
1659554519,107_4048712039,4048712039,"(EN) Et voluptatum.","(DE) Et voluptatum.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Aut et.","(DE) Aut et.",1,1,,935173949X/3
062782336X,108_9512367238,9512367238,"(EN) Pariatur in voluptatem.","(DE) Pariatur in voluptatem.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Corporis et.","(DE) Corporis et.",1,1,,1057663425/5
106802920X,109_7731979539,7731979539,"(EN) Quos aliquid.","(DE) Quos aliquid.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Quis itaque provident.","(DE) Quis itaque provident.",1,1,,8714478056/3
1794691472,110_9933067354,9933067354,"(EN) Corporis ducimus.","(DE) Corporis ducimus.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Velit minima voluptatem.","(DE) Velit minima voluptatem.",1,1,,1648272517/5
2700630289,111_2479804925,2479804925,"(EN) Aut omnis voluptatem.","(DE) Aut omnis voluptatem.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Occaecati quia.","(DE) Occaecati quia.",1,1,,3547469597/1
1767760132,112_6580436093,6580436093,"(EN) Dolorem illo.","(DE) Dolorem illo.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Cum est aperiam.","(DE) Cum est aperiam.",1,1,,935173949X/1
5417565725,113_9313205238,9313205238,"(EN) Molestiae officiis.","(DE) Molestiae officiis.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Eos neque incidunt.","(DE) Eos neque incidunt.",1,1,,
8727521192,114_0094433496,0094433496,"(EN) Tempore provident.","(DE) Tempore provident.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Quia praesentium consequuntur.","(DE) Quia praesentium consequuntur.",1,1,,8667291161/3
3771715598,115_4438367999,4438367999,"(EN) Ut voluptas.","(DE) Ut voluptas.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Suscipit quisquam perspiciatis.","(DE) Suscipit quisquam perspiciatis.",1,1,,
1213053102,116_756383012X,756383012X,"(EN) Ut perspiciatis.","(DE) Ut perspiciatis.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Error ut.","(DE) Error ut.",1,1,,
1364096757,117_1507945760,1507945760,"(EN) Perferendis quo vel.","(DE) Perferendis quo vel.",att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,,"(EN) Voluptatibus aut dolores.","(DE) Voluptatibus aut dolores.",1,1,,
