category_key,category_product_order,abstract_sku,name.en_US,name.de_DE,url.en_US,url.de_DE,is_featured,attribute_key_1,value_1,attribute_key_1.en_US,value_1.en_US,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,attribute_key_2.en_US,value_2.en_US,attribute_key_2.de_DE,value_2.de_DE,attribute_key_3,value_3,attribute_key_3.en_US,value_3.en_US,attribute_key_3.de_DE,value_3.de_DE,attribute_key_4,value_4,attribute_key_4.en_US,value_4.en_US,attribute_key_4.de_DE,value_4.de_DE,attribute_key_5,value_5,attribute_key_5.en_US,value_5.en_US,attribute_key_5.de_DE,value_5.de_DE,attribute_key_6,value_6,attribute_key_6.en_US,value_6.en_US,attribute_key_6.de_DE,value_6.de_DE,color_code,description.en_US,description.de_DE,icecat_pdp_url,tax_set_name,meta_title.en_US,meta_title.de_DE,meta_keywords.en_US,meta_keywords.de_DE,meta_description.en_US,meta_description.de_DE,icecat_license,new_from,new_to
digital-cameras,1,3989747991,voluptate,"(DE) voluptate",/en/demo/url/5ae343ef6a2b9,/de/demo/url/5ae343ef6aa4a,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Dolor odit ad earum.","(DE) Dolor odit ad earum.",,"Entertainment Electronics",perspiciatis,"(DE) perspiciatis",recusandae,"(DE) recusandae","Ratione in ab ipsa.","(DE) Ratione in ab ipsa.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,7145726955,itaque,"(DE) itaque",/en/demo/url/5ae343ef6b402,/de/demo/url/5ae343ef6cffa,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Labore vero voluptate et tempora corporis.","(DE) Labore vero voluptate et tempora corporis.",,"Entertainment Electronics",consequatur,"(DE) consequatur",sed,"(DE) sed","Omnis voluptas similique et quos.","(DE) Omnis voluptas similique et quos.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,3829963327,et,"(DE) et",/en/demo/url/5ae343ef6d8de,/de/demo/url/5ae343ef6d93e,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Labore error unde molestias odit quod nihil.","(DE) Labore error unde molestias odit quod nihil.",,"Entertainment Electronics",aut,"(DE) aut",enim,"(DE) enim","Facere est autem facilis sed maiores sint.","(DE) Facere est autem facilis sed maiores sint.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,9587362144,culpa,"(DE) culpa",/en/demo/url/5ae343ef6e3bc,/de/demo/url/5ae343ef6e83b,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Voluptatem nobis et cumque enim voluptate magni necessitatibus et.","(DE) Voluptatem nobis et cumque enim voluptate magni necessitatibus et.",,"Entertainment Electronics",rerum,"(DE) rerum",voluptatem,"(DE) voluptatem","Illo et omnis aut nobis soluta voluptatem est.","(DE) Illo et omnis aut nobis soluta voluptatem est.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,1535822376,magni,"(DE) magni",/en/demo/url/5ae343ef736b3,/de/demo/url/5ae343ef775fe,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Tempora et ipsa eum necessitatibus.","(DE) Tempora et ipsa eum necessitatibus.",,"Entertainment Electronics",ut,"(DE) ut",autem,"(DE) autem","Et quam id voluptatibus.","(DE) Et quam id voluptatibus.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,0956464556,molestias,"(DE) molestias",/en/demo/url/5ae343ef77bf5,/de/demo/url/5ae343ef7ba9e,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Qui ut laudantium sapiente beatae.","(DE) Qui ut laudantium sapiente beatae.",,"Entertainment Electronics",quam,"(DE) quam",voluptatibus,"(DE) voluptatibus","Molestiae provident quia consequatur architecto commodi enim.","(DE) Molestiae provident quia consequatur architecto commodi enim.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,0571964605,minus,"(DE) minus",/en/demo/url/5ae343ef7c527,/de/demo/url/5ae343ef7f1e4,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Ad hic est ex.","(DE) Ad hic est ex.",,"Entertainment Electronics",sit,"(DE) sit",quia,"(DE) quia","Et consequatur et id et deserunt quia.","(DE) Et consequatur et id et deserunt quia.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,1721503072,ad,"(DE) ad",/en/demo/url/5ae343ef7fe1f,/de/demo/url/5ae343ef802fe,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Praesentium rerum culpa est dolorem ut nostrum saepe aperiam.","(DE) Praesentium rerum culpa est dolorem ut nostrum saepe aperiam.",,"Entertainment Electronics",eum,"(DE) eum",temporibus,"(DE) temporibus","Quia repudiandae dolores incidunt culpa eos nulla voluptas eos.","(DE) Quia repudiandae dolores incidunt culpa eos nulla voluptas eos.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,0169995917,aut,"(DE) aut",/en/demo/url/5ae343ef80f9c,/de/demo/url/5ae343ef821f9,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Ea exercitationem doloremque aperiam ex.","(DE) Ea exercitationem doloremque aperiam ex.",,"Entertainment Electronics",vero,"(DE) vero",error,"(DE) error","In praesentium nihil enim aut.","(DE) In praesentium nihil enim aut.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,7759952910,id,"(DE) id",/en/demo/url/5ae343ef82c93,/de/demo/url/5ae343ef82cae,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Accusamus reiciendis illum vero debitis.","(DE) Accusamus reiciendis illum vero debitis.",,"Entertainment Electronics",iste,"(DE) iste",totam,"(DE) totam","Beatae quasi voluptas quos beatae voluptates.","(DE) Beatae quasi voluptas quos beatae voluptates.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,0132210649,consequatur,"(DE) consequatur",/en/demo/url/5ae343ef83ab5,/de/demo/url/5ae343ef83feb,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Velit voluptatem consequuntur corporis dignissimos placeat.","(DE) Velit voluptatem consequuntur corporis dignissimos placeat.",,"Entertainment Electronics",id,"(DE) id",autem,"(DE) autem","Sed sint provident dignissimos eaque.","(DE) Sed sint provident dignissimos eaque.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,7020396801,ab,"(DE) ab",/en/demo/url/5ae343ef84abe,/de/demo/url/5ae343ef85d9e,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Laudantium labore autem repellendus.","(DE) Laudantium labore autem repellendus.",,"Entertainment Electronics",corporis,"(DE) corporis",quia,"(DE) quia","Quasi magni voluptatem maxime voluptate.","(DE) Quasi magni voluptatem maxime voluptate.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,1838737960,sit,"(DE) sit",/en/demo/url/5ae343ef86eb7,/de/demo/url/5ae343ef87749,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Dolor placeat non at neque praesentium.","(DE) Dolor placeat non at neque praesentium.",,"Entertainment Electronics",qui,"(DE) qui",consectetur,"(DE) consectetur","Consequatur modi porro velit molestiae aspernatur.","(DE) Consequatur modi porro velit molestiae aspernatur.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,8028603491,sapiente,"(DE) sapiente",/en/demo/url/5ae343ef88824,/de/demo/url/5ae343ef88cad,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Dolore impedit sit doloremque temporibus.","(DE) Dolore impedit sit doloremque temporibus.",,"Entertainment Electronics",magnam,"(DE) magnam",blanditiis,"(DE) blanditiis","Suscipit harum et omnis voluptas id molestiae perspiciatis.","(DE) Suscipit harum et omnis voluptas id molestiae perspiciatis.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,9038277342,exercitationem,"(DE) exercitationem",/en/demo/url/5ae343ef89917,/de/demo/url/5ae343ef89ab5,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Voluptas velit ullam cupiditate ipsa sint.","(DE) Voluptas velit ullam cupiditate ipsa sint.",,"Entertainment Electronics",magnam,"(DE) magnam",doloremque,"(DE) doloremque","Architecto voluptatem voluptatem quia id maiores quibusdam aut.","(DE) Architecto voluptatem voluptatem quia id maiores quibusdam aut.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,7119348884,sapiente,"(DE) sapiente",/en/demo/url/5ae343ef8a981,/de/demo/url/5ae343ef8a9ab,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Qui error et rerum quia aliquid impedit.","(DE) Qui error et rerum quia aliquid impedit.",,"Entertainment Electronics",modi,"(DE) modi",qui,"(DE) qui","Fuga unde quae ut sunt in ut excepturi.","(DE) Fuga unde quae ut sunt in ut excepturi.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,7262725246,ut,"(DE) ut",/en/demo/url/5ae343ef8d0ad,/de/demo/url/5ae343ef8dc26,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Qui quis cum reprehenderit illo ab mollitia commodi.","(DE) Qui quis cum reprehenderit illo ab mollitia commodi.",,"Entertainment Electronics",amet,"(DE) amet",doloremque,"(DE) doloremque","Necessitatibus occaecati eligendi deserunt vero impedit est maxime.","(DE) Necessitatibus occaecati eligendi deserunt vero impedit est maxime.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,2046788567,qui,"(DE) qui",/en/demo/url/5ae343ef8e136,/de/demo/url/5ae343ef8e162,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Veniam est non eligendi libero beatae quae eum sit.","(DE) Veniam est non eligendi libero beatae quae eum sit.",,"Entertainment Electronics",nihil,"(DE) nihil",aut,"(DE) aut","Repudiandae facere quam alias inventore ipsum.","(DE) Repudiandae facere quam alias inventore ipsum.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,2975666942,tempore,"(DE) tempore",/en/demo/url/5ae343ef8ec18,/de/demo/url/5ae343ef8f9f6,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Qui laudantium et repellat ut.","(DE) Qui laudantium et repellat ut.",,"Entertainment Electronics",quia,"(DE) quia",dolore,"(DE) dolore","Consequatur ut ipsam voluptates qui perspiciatis odit.","(DE) Consequatur ut ipsam voluptates qui perspiciatis odit.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,1802304975,et,"(DE) et",/en/demo/url/5ae343ef904c3,/de/demo/url/5ae343ef90898,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Cum libero quia ex ut inventore sunt sed.","(DE) Cum libero quia ex ut inventore sunt sed.",,"Entertainment Electronics",possimus,"(DE) possimus",molestias,"(DE) molestias","Vitae blanditiis architecto itaque.","(DE) Vitae blanditiis architecto itaque.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,9243570161,veritatis,"(DE) veritatis",/en/demo/url/5ae343ef9112c,/de/demo/url/5ae343ef912c4,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Et quibusdam officiis doloribus.","(DE) Et quibusdam officiis doloribus.",,"Entertainment Electronics",iste,"(DE) iste",maiores,"(DE) maiores","Omnis quisquam eos in aut eveniet.","(DE) Omnis quisquam eos in aut eveniet.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,6805160596,occaecati,"(DE) occaecati",/en/demo/url/5ae343ef917f9,/de/demo/url/5ae343ef91c12,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Eveniet numquam est voluptas iure labore.","(DE) Eveniet numquam est voluptas iure labore.",,"Entertainment Electronics",sed,"(DE) sed",molestiae,"(DE) molestiae","Veniam modi vitae magnam velit corrupti ipsum.","(DE) Veniam modi vitae magnam velit corrupti ipsum.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,3194802143,ab,"(DE) ab",/en/demo/url/5ae343ef929b7,/de/demo/url/5ae343ef92a96,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"In ut rem voluptas et ut aut.","(DE) In ut rem voluptas et ut aut.",,"Entertainment Electronics",ipsum,"(DE) ipsum",tempora,"(DE) tempora","Accusamus est est iure et expedita ullam blanditiis.","(DE) Accusamus est est iure et expedita ullam blanditiis.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,9983062739,vero,"(DE) vero",/en/demo/url/5ae343ef936db,/de/demo/url/5ae343ef936f6,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Dolores dolorum quae fuga aliquam rerum in corrupti.","(DE) Dolores dolorum quae fuga aliquam rerum in corrupti.",,"Entertainment Electronics",eligendi,"(DE) eligendi",accusamus,"(DE) accusamus","Quas officiis vel vel dolore possimus velit culpa laboriosam.","(DE) Quas officiis vel vel dolore possimus velit culpa laboriosam.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,045546622X,quam,"(DE) quam",/en/demo/url/5ae343ef94a68,/de/demo/url/5ae343ef952c0,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Libero laudantium voluptatem nihil.","(DE) Libero laudantium voluptatem nihil.",,"Entertainment Electronics",sunt,"(DE) sunt",voluptatem,"(DE) voluptatem","Voluptate voluptate sit animi dicta assumenda.","(DE) Voluptate voluptate sit animi dicta assumenda.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,0791896609,harum,"(DE) harum",/en/demo/url/5ae343ef97a60,/de/demo/url/5ae343ef97a97,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Adipisci quis rerum nam et placeat facere.","(DE) Adipisci quis rerum nam et placeat facere.",,"Entertainment Electronics",illum,"(DE) illum",perspiciatis,"(DE) perspiciatis","Qui dolorem maxime iusto nihil vel nemo aliquid qui.","(DE) Qui dolorem maxime iusto nihil vel nemo aliquid qui.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,301941086X,voluptas,"(DE) voluptas",/en/demo/url/5ae343ef982af,/de/demo/url/5ae343ef98647,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Nisi exercitationem cum sed omnis earum.","(DE) Nisi exercitationem cum sed omnis earum.",,"Entertainment Electronics",nulla,"(DE) nulla",pariatur,"(DE) pariatur","Natus sit provident eum.","(DE) Natus sit provident eum.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,9943733829,porro,"(DE) porro",/en/demo/url/5ae343ef99990,/de/demo/url/5ae343ef9a1f2,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Facilis et corporis totam.","(DE) Facilis et corporis totam.",,"Entertainment Electronics",alias,"(DE) alias",aperiam,"(DE) aperiam","Expedita expedita sint non facere est assumenda.","(DE) Expedita expedita sint non facere est assumenda.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
digital-cameras,1,8640704759,quae,"(DE) quae",/en/demo/url/5ae343ef9b442,/de/demo/url/5ae343ef9b963,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Neque debitis deleniti earum qui.","(DE) Neque debitis deleniti earum qui.",,"Entertainment Electronics",numquam,"(DE) numquam",nobis,"(DE) nobis","Rerum et quis dolor rerum voluptatem.","(DE) Rerum et quis dolor rerum voluptatem.",,2018-04-27T15:38:23+00:00,2018-04-27T15:38:23+00:00
