product_offer_reference,price_type,store,currency,value_net,value_gross,price_data.volume_prices
offer14,DEFAULT,DE,CHF,33923,37692,
offer14,DEFAULT,DE,EUR,29498,32775,
offer14,DEFAULT,AT,CHF,27138,30153,
offer14,DEFAULT,AT,EUR,23598,26220,
offer15,DEFAULT,DE,CHF,33923,37692,
offer15,DEFAULT,DE,EUR,29498,32775,
offer15,DEFAULT,AT,CHF,27138,30153,
offer15,DEFAULT,AT,EUR,23598,26220,
offer16,DEFAULT,DE,CHF,9832,10925,
offer16,DEFAULT,DE,EUR,8550,9500,
offer16,DEFAULT,AT,CHF,7866,8740,
offer16,DEFAULT,AT,EUR,6840,7600,
offer17,DEFAULT,DE,CHF,34021,37801,
offer17,DEFAULT,DE,EUR,29583,32870,
offer17,DEFAULT,AT,CHF,27217,30241,
offer17,DEFAULT,AT,EUR,23667,26296,
offer17,ORIGINAL,DE,CHF,35004,38893,
offer17,ORIGINAL,DE,EUR,30438,33820,
offer17,ORIGINAL,AT,CHF,28004,31115,
offer17,ORIGINAL,AT,EUR,24351,27056,
offer18,DEFAULT,DE,CHF,35987,39986,
offer18,DEFAULT,DE,EUR,31293,34770,
offer18,DEFAULT,AT,CHF,28790,31989,
offer18,DEFAULT,AT,EUR,25035,27816,
offer19,DEFAULT,DE,CHF,35987,39986,
offer19,DEFAULT,DE,EUR,31293,34770,
offer19,DEFAULT,AT,CHF,28790,31989,
offer19,DEFAULT,AT,EUR,25035,27816,
offer20,DEFAULT,DE,CHF,5604,6227,
offer20,DEFAULT,DE,EUR,4873,5415,
offer20,DEFAULT,AT,CHF,4483,4981,
offer20,DEFAULT,AT,EUR,3898,4332,
offer21,DEFAULT,DE,CHF,4503,5003,
offer21,DEFAULT,DE,EUR,3915,4351,
offer21,DEFAULT,AT,CHF,3602,4003,
offer21,DEFAULT,AT,EUR,3133,3480,
offer22,DEFAULT,DE,CHF,5900,6555,
offer22,DEFAULT,DE,EUR,5130,5700,
offer22,DEFAULT,AT,CHF,4720,5244,
offer22,DEFAULT,AT,EUR,4104,4560,
offer22,ORIGINAL,DE,CHF,7866,8740,
offer22,ORIGINAL,DE,EUR,6840,7600,
offer22,ORIGINAL,AT,CHF,6293,6992,
offer22,ORIGINAL,AT,EUR,5472,6080,
offer23,DEFAULT,DE,CHF,9832,10925,
offer23,DEFAULT,DE,EUR,8550,9500,
offer23,DEFAULT,AT,CHF,7866,8740,
offer23,DEFAULT,AT,EUR,6840,7600,
offer24,DEFAULT,DE,CHF,339909,377677,
offer24,DEFAULT,DE,EUR,295573,328415,
offer24,DEFAULT,AT,CHF,271927,302141,
offer24,DEFAULT,AT,EUR,236458,262732,
offer25,DEFAULT,DE,CHF,34020,37800,
offer25,DEFAULT,DE,EUR,29583,32870,
offer25,DEFAULT,AT,CHF,27216,30240,
offer25,DEFAULT,AT,EUR,23666,26296,
offer26,DEFAULT,DE,CHF,9832,10925,
offer26,DEFAULT,DE,EUR,8550,9500,
offer26,DEFAULT,AT,CHF,7866,8740,
offer26,DEFAULT,AT,EUR,6840,7600,
offer27,DEFAULT,DE,CHF,10403,11559,
offer27,DEFAULT,DE,EUR,9046,10051,
offer27,DEFAULT,AT,CHF,8322,9248,
offer27,DEFAULT,AT,EUR,7238,8041,
offer27,ORIGINAL,DE,CHF,10422,11580,
offer27,ORIGINAL,DE,EUR,9063,10070,
offer27,ORIGINAL,AT,CHF,8338,9264,
offer27,ORIGINAL,AT,EUR,7250,8056,
offer28,DEFAULT,DE,CHF,10502,11668,
offer28,DEFAULT,DE,EUR,9132,10146,
offer28,DEFAULT,AT,CHF,8401,9335,
offer28,DEFAULT,AT,EUR,7306,8117,
offer29,DEFAULT,DE,CHF,25565,28405,
offer29,DEFAULT,DE,EUR,22230,24700,
offer29,DEFAULT,AT,CHF,20452,22724,
offer29,DEFAULT,AT,EUR,17784,19760,
offer30,DEFAULT,DE,CHF,26277,29195,
offer30,DEFAULT,DE,EUR,22849,25387,
offer30,DEFAULT,AT,CHF,21021,23356,
offer30,DEFAULT,AT,EUR,18279,20310,
offer31,DEFAULT,DE,CHF,43756,48617,
offer31,DEFAULT,DE,EUR,38048,42275,
offer31,DEFAULT,AT,CHF,35004,38893,
offer31,DEFAULT,AT,EUR,30438,33820,
offer31,ORIGINAL,DE,CHF,44739,49709,
offer31,ORIGINAL,DE,EUR,38903,43225,
offer31,ORIGINAL,AT,CHF,35791,39767,
offer31,ORIGINAL,AT,EUR,31122,34580,
offer32,DEFAULT,DE,CHF,29498,32775,
offer32,DEFAULT,DE,EUR,25650,28500,
offer32,DEFAULT,AT,CHF,23598,26220,
offer32,DEFAULT,AT,EUR,20520,22800,
offer33,DEFAULT,DE,CHF,4130,4589,
offer33,DEFAULT,DE,EUR,3591,3990,
offer33,DEFAULT,AT,CHF,3305,3671,
offer33,DEFAULT,AT,EUR,2873,3192,
offer34,DEFAULT,DE,CHF,4819,5354,
offer34,DEFAULT,DE,EUR,4190,4655,
offer34,DEFAULT,AT,CHF,3856,4283,
offer34,DEFAULT,AT,EUR,3352,3724,
offer34,ORIGINAL,DE,CHF,5113,5681,
offer34,ORIGINAL,DE,EUR,4446,4940,
offer34,ORIGINAL,AT,CHF,4091,4545,
offer34,ORIGINAL,AT,EUR,3557,3952,
offer35,DEFAULT,DE,CHF,2950,3278,
offer35,DEFAULT,DE,EUR,2565,2850,
offer35,DEFAULT,AT,CHF,2360,2622,
offer35,DEFAULT,AT,EUR,2052,2280,
offer36,DEFAULT,DE,CHF,40337,44820,
offer36,DEFAULT,DE,EUR,35076,38973,
offer36,DEFAULT,AT,CHF,32270,35855,
offer36,DEFAULT,AT,EUR,28062,31179,
offer36,ORIGINAL,DE,CHF,41297,45885,
offer36,ORIGINAL,DE,EUR,35910,39900,
offer36,ORIGINAL,AT,CHF,33038,36708,
offer36,ORIGINAL,AT,EUR,28728,31920,
offer37,DEFAULT,DE,CHF,44270,49190,
offer37,DEFAULT,DE,EUR,38496,42773,
offer37,DEFAULT,AT,CHF,35416,39351,
offer37,DEFAULT,AT,EUR,30798,34219,
offer37,ORIGINAL,DE,CHF,46213,51348,
offer37,ORIGINAL,DE,EUR,40185,44650,
offer37,ORIGINAL,AT,CHF,36971,41078,
offer37,ORIGINAL,AT,EUR,32148,35720,
offer38,DEFAULT,DE,CHF,39354,43727,
offer38,DEFAULT,DE,EUR,34221,38023,
offer38,DEFAULT,AT,CHF,31483,34981,
offer38,DEFAULT,AT,EUR,27378,30419,
offer38,ORIGINAL,DE,CHF,40314,44793,
offer38,ORIGINAL,DE,EUR,35055,38950,
offer38,ORIGINAL,AT,CHF,32251,35834,
offer38,ORIGINAL,AT,EUR,28044,31160,
offer39,DEFAULT,DE,CHF,2754,3059,
offer39,DEFAULT,DE,EUR,2394,2660,
offer39,DEFAULT,AT,CHF,2203,2448,
offer39,DEFAULT,AT,EUR,1916,2128,
offer40,DEFAULT,DE,CHF,2459,2732,
offer40,DEFAULT,DE,EUR,2138,2375,
offer40,DEFAULT,AT,CHF,1967,2185,
offer40,DEFAULT,AT,EUR,1710,1900,
offer40,ORIGINAL,DE,CHF,2754,3059,
offer40,ORIGINAL,DE,EUR,2394,2660,
offer40,ORIGINAL,AT,CHF,2203,2448,
offer40,ORIGINAL,AT,EUR,1916,2128,
offer41,DEFAULT,DE,CHF,30500,33889,
offer41,DEFAULT,DE,EUR,26522,29469,
offer41,DEFAULT,AT,CHF,24400,27112,
offer41,DEFAULT,AT,EUR,21218,23575,
offer42,DEFAULT,DE,CHF,29249,32499,
offer42,DEFAULT,DE,EUR,25434,28260,
offer42,DEFAULT,AT,CHF,23399,25999,
offer42,DEFAULT,AT,EUR,20348,22609,
offer43,DEFAULT,DE,CHF,17698,19665,
offer43,DEFAULT,DE,EUR,15390,17100,
offer43,DEFAULT,AT,CHF,14158,15732,
offer43,DEFAULT,AT,EUR,12312,13680,
offer43,ORIGINAL,DE,CHF,18682,20758,
offer43,ORIGINAL,DE,EUR,16245,18050,
offer43,ORIGINAL,AT,CHF,14946,16606,
offer43,ORIGINAL,AT,EUR,12996,14440,
offer44,DEFAULT,DE,CHF,16715,18572,
offer44,DEFAULT,DE,EUR,14535,16150,
offer44,DEFAULT,AT,CHF,13372,14858,
offer44,DEFAULT,AT,EUR,11628,12920,
offer45,DEFAULT,DE,CHF,15732,17480,
offer45,DEFAULT,DE,EUR,13680,15200,
offer45,DEFAULT,AT,CHF,12585,13984,
offer45,DEFAULT,AT,EUR,10944,12160,
offer46,DEFAULT,DE,CHF,15633,17370,
offer46,DEFAULT,DE,EUR,13594,15105,
offer46,DEFAULT,AT,CHF,12506,13896,
offer46,DEFAULT,AT,EUR,10875,12084,
offer47,DEFAULT,DE,CHF,15535,17261,
offer47,DEFAULT,DE,EUR,13509,15010,
offer47,DEFAULT,AT,CHF,12428,13809,
offer47,DEFAULT,AT,EUR,10807,12008,
offer47,ORIGINAL,DE,CHF,16869,18743,
offer47,ORIGINAL,DE,EUR,14668,16299,
offer47,ORIGINAL,AT,CHF,13495,14994,
offer47,ORIGINAL,AT,EUR,11735,13039,
offer48,DEFAULT,DE,CHF,10206,11341,
offer48,DEFAULT,DE,EUR,8875,9861,
offer48,DEFAULT,AT,CHF,8165,9073,
offer48,DEFAULT,AT,EUR,7101,7889,
offer49,DEFAULT,DE,CHF,450,450,
offer49,DEFAULT,DE,CHF,9290,10280,
offer49,DEFAULT,DE,CHF,9300,10290,
offer49,DEFAULT,DE,CHF,9315,10350,
offer49,DEFAULT,DE,EUR,450,450,
offer49,DEFAULT,DE,EUR,8030,8930,
offer49,DEFAULT,DE,EUR,8040,8940,
offer49,DEFAULT,DE,EUR,8100,9000,
offer49,ORIGINAL,DE,CHF,11704,13005,
offer49,ORIGINAL,DE,EUR,10178,11308,
offer50,DEFAULT,DE,CHF,9315,10350,
offer50,DEFAULT,DE,EUR,8100,9000,
offer51,DEFAULT,DE,CHF,6056,6728,
offer51,DEFAULT,DE,EUR,5265,5850,
offer51,DEFAULT,AT,CHF,4844,5382,
offer51,DEFAULT,AT,EUR,4212,4680,
offer51,ORIGINAL,DE,CHF,7452,8280,
offer51,ORIGINAL,DE,EUR,6480,7200,
offer51,ORIGINAL,AT,CHF,5962,6624,
offer52,DEFAULT,DE,CHF,6521,7245,
offer52,DEFAULT,DE,EUR,5670,6300,
offer52,DEFAULT,AT,CHF,5217,5796,
offer52,DEFAULT,AT,EUR,4536,5040,
offer53,DEFAULT,DE,CHF,6521,7245,
offer53,DEFAULT,DE,EUR,5670,6300,
offer53,DEFAULT,AT,CHF,5217,5796,
offer53,DEFAULT,AT,EUR,4536,5040,
offer54,DEFAULT,DE,CHF,32138,35708,
offer54,DEFAULT,DE,EUR,27945,31050,
offer54,DEFAULT,AT,CHF,25710,28566,
offer54,DEFAULT,AT,EUR,22356,24840,
offer54,ORIGINAL,DE,CHF,32417,36018,
offer54,ORIGINAL,DE,EUR,28188,31320,
offer54,ORIGINAL,AT,CHF,25933,28815,
offer54,ORIGINAL,AT,EUR,22551,25056,
offer55,DEFAULT,DE,CHF,32138,35708,
offer55,DEFAULT,DE,EUR,27945,31050,
offer55,DEFAULT,AT,CHF,25710,28566,
offer55,DEFAULT,AT,EUR,22356,24840,
offer56,DEFAULT,DE,CHF,32138,35708,
offer56,DEFAULT,DE,EUR,27945,31050,
offer56,DEFAULT,AT,CHF,25710,28566,
offer56,DEFAULT,AT,EUR,22356,24840,
offer57,DEFAULT,DE,CHF,9315,10350,
offer57,DEFAULT,DE,EUR,8100,9000,
offer57,DEFAULT,AT,CHF,7452,8280,
offer57,DEFAULT,AT,EUR,6480,7200,
offer58,DEFAULT,DE,CHF,32230,35811,
offer58,DEFAULT,DE,EUR,28026,31140,
offer58,DEFAULT,AT,CHF,25785,28649,
offer58,DEFAULT,AT,EUR,22421,24912,
offer58,ORIGINAL,DE,CHF,33162,36846,
offer58,ORIGINAL,DE,EUR,28836,32040,
offer58,ORIGINAL,AT,CHF,26530,29477,
offer58,ORIGINAL,AT,EUR,23069,25632,
offer59,DEFAULT,DE,CHF,34093,37881,
offer59,DEFAULT,DE,EUR,29646,32940,
offer59,DEFAULT,AT,CHF,27275,30305,
offer59,DEFAULT,AT,EUR,23717,26352,
offer60,DEFAULT,DE,CHF,34093,37881,
offer60,DEFAULT,DE,EUR,29646,32940,
offer60,DEFAULT,AT,CHF,27275,30305,
offer60,DEFAULT,AT,EUR,23717,26352,
offer61,DEFAULT,DE,CHF,5309,5899,
offer61,DEFAULT,DE,EUR,4617,5130,
offer61,DEFAULT,AT,CHF,4247,4719,
offer61,DEFAULT,AT,EUR,3693,4104,
offer62,DEFAULT,DE,CHF,4266,4740,
offer62,DEFAULT,DE,EUR,3709,4122,
offer62,DEFAULT,AT,CHF,3412,3792,
offer62,DEFAULT,AT,EUR,2968,3297,
offer63,DEFAULT,DE,CHF,5589,6210,
offer63,DEFAULT,DE,EUR,4860,5400,
offer63,DEFAULT,AT,CHF,4472,4968,
offer63,DEFAULT,AT,EUR,3888,4320,
offer63,ORIGINAL,DE,CHF,7452,8280,
offer63,ORIGINAL,DE,EUR,6480,7200,
offer63,ORIGINAL,AT,CHF,5962,6624,
offer63,ORIGINAL,AT,EUR,5184,5760,
offer64,DEFAULT,DE,CHF,9315,10350,
offer64,DEFAULT,DE,EUR,8100,9000,
offer64,DEFAULT,AT,CHF,7452,8280,
offer64,DEFAULT,AT,EUR,6480,7200,
offer65,DEFAULT,DE,CHF,322019,357799,
offer65,DEFAULT,DE,EUR,280017,311130,
offer65,DEFAULT,AT,CHF,257615,286239,
offer65,DEFAULT,AT,EUR,224013,248904,
offer66,DEFAULT,DE,CHF,32229,35811,
offer66,DEFAULT,DE,EUR,28026,31140,
offer66,DEFAULT,AT,CHF,25784,28648,
offer66,DEFAULT,AT,EUR,22420,24912,
offer67,DEFAULT,DE,CHF,9315,10350,
offer67,DEFAULT,DE,EUR,8100,9000,
offer67,DEFAULT,AT,CHF,7452,8280,
offer67,DEFAULT,AT,EUR,6480,7200,
offer68,DEFAULT,DE,CHF,9855,10951,
offer68,DEFAULT,DE,EUR,8570,9522,
offer68,DEFAULT,AT,CHF,7884,8761,
offer68,DEFAULT,AT,EUR,6857,7618,
offer68,ORIGINAL,DE,CHF,9873,10971,
offer68,ORIGINAL,DE,EUR,8586,9540,
offer68,ORIGINAL,AT,CHF,7899,8776,
offer68,ORIGINAL,AT,EUR,6868,7632,
offer69,DEFAULT,DE,CHF,9949,11054,
offer69,DEFAULT,DE,EUR,8651,9612,
offer69,DEFAULT,AT,CHF,7959,8844,
offer69,DEFAULT,AT,EUR,6921,7690,
offer70,DEFAULT,DE,CHF,24219,26910,
offer70,DEFAULT,DE,EUR,21060,23400,
offer70,DEFAULT,AT,CHF,19376,21528,
offer70,DEFAULT,AT,EUR,16848,18720,
offer71,DEFAULT,DE,CHF,24894,27658,
offer71,DEFAULT,DE,EUR,21646,24051,
offer71,DEFAULT,AT,CHF,19915,22127,
offer71,DEFAULT,AT,EUR,17317,19241,
offer72,DEFAULT,DE,CHF,41453,46058,
offer72,DEFAULT,DE,EUR,36045,40050,
offer72,DEFAULT,AT,CHF,33162,36846,
offer72,DEFAULT,AT,EUR,28836,32040,
offer72,ORIGINAL,DE,CHF,42384,47093,
offer72,ORIGINAL,DE,EUR,36855,40950,
offer72,ORIGINAL,AT,CHF,33907,37674,
offer72,ORIGINAL,AT,EUR,29484,32760,
offer73,DEFAULT,DE,CHF,27945,31050,
offer73,DEFAULT,DE,EUR,24300,27000,
offer73,DEFAULT,AT,CHF,22356,24840,
offer73,DEFAULT,AT,EUR,19440,21600,
offer74,DEFAULT,DE,CHF,3913,4347,
offer74,DEFAULT,DE,EUR,3402,3780,
offer74,DEFAULT,AT,CHF,3131,3478,
offer74,DEFAULT,AT,EUR,2722,3024,
offer75,DEFAULT,DE,CHF,4565,5072,
offer75,DEFAULT,DE,EUR,3969,4410,
offer75,DEFAULT,AT,CHF,3653,4058,
offer75,DEFAULT,AT,EUR,3176,3528,
offer75,ORIGINAL,DE,CHF,4844,5382,
offer75,ORIGINAL,DE,EUR,4212,4680,
offer75,ORIGINAL,AT,CHF,3876,4306,
offer75,ORIGINAL,AT,EUR,3370,3744,
offer76,DEFAULT,DE,CHF,2795,3105,
offer76,DEFAULT,DE,EUR,2430,2700,
offer76,DEFAULT,AT,CHF,2236,2484,
offer76,DEFAULT,AT,EUR,1944,2160,
offer77,DEFAULT,DE,CHF,38214,42461,
offer77,DEFAULT,DE,EUR,33230,36922,
offer77,DEFAULT,AT,CHF,30572,33968,
offer77,DEFAULT,AT,EUR,26585,29538,
offer77,ORIGINAL,DE,CHF,39123,43470,
offer77,ORIGINAL,DE,EUR,34020,37800,
offer77,ORIGINAL,AT,CHF,31299,34776,
offer77,ORIGINAL,AT,EUR,27216,30240,
offer78,DEFAULT,DE,CHF,41940,46601,
offer78,DEFAULT,DE,EUR,36470,40522,
offer78,DEFAULT,AT,CHF,33552,37280,
offer78,DEFAULT,AT,EUR,29177,32418,
offer78,ORIGINAL,DE,CHF,43781,48645,
offer78,ORIGINAL,DE,EUR,38070,42300,
offer78,ORIGINAL,AT,CHF,35025,38916,
offer78,ORIGINAL,AT,EUR,30456,33840,
offer79,DEFAULT,DE,CHF,37283,41426,
offer79,DEFAULT,DE,EUR,32420,36022,
offer79,DEFAULT,AT,CHF,29826,33140,
offer79,DEFAULT,AT,EUR,25937,28818,
offer79,ORIGINAL,DE,CHF,38192,42435,
offer79,ORIGINAL,DE,EUR,33210,36900,
offer79,ORIGINAL,AT,CHF,30554,33948,
offer79,ORIGINAL,AT,EUR,26568,29520,
offer80,DEFAULT,DE,CHF,2609,2898,
offer80,DEFAULT,DE,EUR,2268,2520,
offer80,DEFAULT,AT,CHF,2087,2319,
offer80,DEFAULT,AT,EUR,1815,2016,
offer81,DEFAULT,DE,CHF,2330,2588,
offer81,DEFAULT,DE,EUR,2025,2250,
offer81,DEFAULT,AT,CHF,1863,2070,
offer81,DEFAULT,AT,EUR,1620,1800,
offer81,ORIGINAL,DE,CHF,2609,2898,
offer81,ORIGINAL,DE,EUR,2268,2520,
offer81,ORIGINAL,AT,CHF,2087,2319,
offer81,ORIGINAL,AT,EUR,1815,2016,
offer82,DEFAULT,DE,CHF,28895,32105,
offer82,DEFAULT,DE,EUR,25126,27918,
offer82,DEFAULT,AT,CHF,23116,25685,
offer82,DEFAULT,AT,EUR,20101,22334,
offer83,DEFAULT,DE,CHF,27710,30789,
offer83,DEFAULT,DE,EUR,24095,26773,
offer83,DEFAULT,AT,CHF,22167,24631,
offer83,DEFAULT,AT,EUR,19277,21419,
offer84,DEFAULT,DE,CHF,16767,18630,
offer84,DEFAULT,DE,EUR,14580,16200,
offer84,DEFAULT,AT,CHF,13413,14904,
offer84,DEFAULT,AT,EUR,11664,12960,
offer84,ORIGINAL,DE,CHF,17699,19665,
offer84,ORIGINAL,DE,EUR,15390,17100,
offer84,ORIGINAL,AT,CHF,14159,15732,
offer84,ORIGINAL,AT,EUR,12312,13680,
offer85,DEFAULT,DE,CHF,15835,17595,
offer85,DEFAULT,DE,EUR,13770,15300,
offer85,DEFAULT,AT,CHF,12668,14076,
offer85,DEFAULT,AT,EUR,11016,12240,
offer86,DEFAULT,DE,CHF,14904,16560,
offer86,DEFAULT,DE,EUR,12960,14400,
offer86,DEFAULT,AT,CHF,11923,13248,
offer86,DEFAULT,AT,EUR,10368,11520,
offer87,DEFAULT,DE,CHF,14810,16456,
offer87,DEFAULT,DE,EUR,12879,14310,
offer87,DEFAULT,AT,CHF,11848,13165,
offer87,DEFAULT,AT,EUR,10303,11448,
offer88,DEFAULT,DE,CHF,14717,16353,
offer88,DEFAULT,DE,EUR,12798,14220,
offer88,DEFAULT,AT,CHF,11774,13082,
offer88,DEFAULT,AT,EUR,10238,11376,
offer88,ORIGINAL,DE,CHF,15981,17757,
offer88,ORIGINAL,DE,EUR,13896,15441,
offer88,ORIGINAL,AT,CHF,12785,14205,
offer88,ORIGINAL,AT,EUR,11117,12353,
offer89,DEFAULT,DE,CHF,9669,10744,
offer89,DEFAULT,DE,EUR,8408,9342,
offer89,DEFAULT,AT,CHF,7735,8595,
offer89,DEFAULT,AT,EUR,6727,7474,
offer90,DEFAULT,DE,CHF,8797,9775,
offer90,DEFAULT,DE,EUR,7650,8500,
offer90,DEFAULT,AT,CHF,7038,7820,
offer90,DEFAULT,AT,EUR,6120,6800,
offer91,DEFAULT,DE,CHF,304129,337921,
offer91,DEFAULT,DE,EUR,264460,293845,
offer91,DEFAULT,AT,CHF,243303,270337,
offer91,DEFAULT,AT,EUR,211568,235076,
offer92,DEFAULT,DE,CHF,30439,33821,
offer92,DEFAULT,DE,EUR,26469,29410,
offer92,DEFAULT,AT,CHF,24351,27057,
offer92,DEFAULT,AT,EUR,21175,23528,
offer93,DEFAULT,DE,CHF,8797,9775,
offer93,DEFAULT,DE,EUR,7650,8500,
offer93,DEFAULT,AT,CHF,7038,7820,
offer93,DEFAULT,AT,EUR,6120,6800,
offer94,DEFAULT,DE,CHF,9308,10342,
offer94,DEFAULT,DE,EUR,8094,8993,
offer94,DEFAULT,AT,CHF,7446,8274,
offer94,DEFAULT,AT,EUR,6476,7195,
offer94,ORIGINAL,DE,CHF,9325,10361,
offer94,ORIGINAL,DE,EUR,8109,9010,
offer94,ORIGINAL,AT,CHF,7460,8289,
offer94,ORIGINAL,AT,EUR,6487,7208,
offer95,DEFAULT,DE,CHF,9396,10440,
offer95,DEFAULT,DE,EUR,8171,9078,
offer95,DEFAULT,AT,CHF,7517,8353,
offer95,DEFAULT,AT,EUR,6537,7263,
offer96,DEFAULT,DE,CHF,22874,25415,
offer96,DEFAULT,DE,EUR,19890,22100,
offer96,DEFAULT,AT,CHF,18299,20332,
offer96,DEFAULT,AT,EUR,15912,17680,
offer97,DEFAULT,DE,CHF,23511,26122,
offer97,DEFAULT,DE,EUR,20444,22715,
offer97,DEFAULT,AT,CHF,18808,20898,
offer97,DEFAULT,AT,EUR,16355,18172,
offer98,DEFAULT,DE,CHF,39150,43499,
offer98,DEFAULT,DE,EUR,34043,37825,
offer98,DEFAULT,AT,CHF,31320,34799,
offer98,DEFAULT,AT,EUR,27234,30260,
offer98,ORIGINAL,DE,CHF,40030,44477,
offer98,ORIGINAL,DE,EUR,34808,38675,
offer98,ORIGINAL,AT,CHF,32023,35581,
offer98,ORIGINAL,AT,EUR,27846,30940,
offer99,DEFAULT,DE,CHF,26393,29325,
offer99,DEFAULT,DE,EUR,22950,25500,
offer99,DEFAULT,AT,CHF,21114,23460,
offer99,DEFAULT,AT,EUR,18360,20400,
offer100,DEFAULT,DE,CHF,3695,4106,
offer100,DEFAULT,DE,EUR,3213,3570,
offer100,DEFAULT,AT,CHF,2957,3285,
offer100,DEFAULT,AT,EUR,2571,2856,
offer101,DEFAULT,DE,CHF,4312,4790,
offer101,DEFAULT,DE,EUR,3749,4165,
offer101,DEFAULT,AT,CHF,3450,3832,
offer101,DEFAULT,AT,EUR,2999,3332,
offer101,ORIGINAL,DE,CHF,4575,5083,
offer101,ORIGINAL,DE,EUR,3978,4420,
offer101,ORIGINAL,AT,CHF,3661,4067,
offer101,ORIGINAL,AT,EUR,3183,3536,
offer102,DEFAULT,DE,CHF,2640,2933,
offer102,DEFAULT,DE,EUR,2295,2550,
offer102,DEFAULT,AT,CHF,2112,2346,
offer102,DEFAULT,AT,EUR,1836,2040,
offer103,DEFAULT,DE,CHF,36091,40102,
offer103,DEFAULT,DE,EUR,31384,34871,
offer103,DEFAULT,AT,CHF,28873,32081,
offer103,DEFAULT,AT,EUR,25108,27897,
offer103,ORIGINAL,DE,CHF,36950,41055,
offer103,ORIGINAL,DE,EUR,32130,35700,
offer103,ORIGINAL,AT,CHF,29560,32844,
offer103,ORIGINAL,AT,EUR,25704,28560,
offer169,DEFAULT,DE,CHF,31417,34908,
offer169,DEFAULT,DE,EUR,27319,30355,
offer169,DEFAULT,AT,CHF,25134,27926,
offer169,DEFAULT,AT,EUR,21856,24284,
offer170,DEFAULT,DE,CHF,12805,14227,
offer170,DEFAULT,DE,EUR,11135,12371,
offer170,DEFAULT,AT,CHF,10244,11382,
offer170,DEFAULT,AT,EUR,8908,9897,
offer170,ORIGINAL,DE,CHF,13197,14663,
offer170,ORIGINAL,DE,EUR,11475,12750,
offer170,ORIGINAL,AT,CHF,10557,11730,
offer170,ORIGINAL,AT,EUR,9180,10200,
offer171,DEFAULT,DE,CHF,22508,25009,
offer171,DEFAULT,DE,EUR,19573,21747,
offer171,DEFAULT,AT,CHF,18007,20008,
offer171,DEFAULT,AT,EUR,15658,17397,
offer172,DEFAULT,DE,CHF,37392,41546,
offer172,DEFAULT,DE,EUR,32515,36127,
offer172,DEFAULT,AT,CHF,29914,33237,
offer172,DEFAULT,AT,EUR,26012,28902,
offer173,DEFAULT,DE,CHF,22183,24647,
