abstract_sku,concrete_sku,price_type,value_net,value_gross,currency,store
3771715598,,ORIGINAL,4128,2409,EUR,DE
1213053102,,DEFAULT,8761,6161,EUR,DE
1213053102,,ORIGINAL,8761,6161,EUR,DE
1364096757,,DEFAULT,4967,6145,EUR,DE
1364096757,,ORIGINAL,4967,6145,EUR,DE
6178414846,,DEFAULT,7231,8113,EUR,DE
6178414846,,ORIGINAL,7231,8113,EUR,DE
5179760135,,DEFAULT,1667,8161,EUR,DE
5179760135,,ORIGINAL,1667,8161,EUR,DE
1480675024,,DEFAULT,4810,3338,EUR,DE
1480675024,,ORIGINAL,4810,3338,EUR,DE
7464985842,,DEFAULT,6084,2576,EUR,DE
7464985842,,ORIGINAL,6084,2576,EUR,DE
5039647026,,DEFAULT,2522,6706,EUR,DE
5039647026,,ORIGINAL,2522,6706,EUR,DE
9216593652,,DEFAULT,3077,9832,EUR,DE
9216593652,,ORIGINAL,3077,9832,EUR,DE
2911836308,,DEFAULT,2301,9566,EUR,DE
2911836308,,ORIGINAL,2301,9566,EUR,DE
9704665741,,DEFAULT,5666,2483,EUR,DE
9704665741,,ORIGINAL,5666,2483,EUR,DE
1327245361,,DEFAULT,9695,5279,EUR,DE
1327245361,,ORIGINAL,9695,5279,EUR,DE
1554626943,,DEFAULT,6753,1969,EUR,DE
1554626943,,ORIGINAL,6753,1969,EUR,DE
6445037054,,DEFAULT,6989,8608,EUR,DE
6445037054,,ORIGINAL,6989,8608,EUR,DE
9505265867,,DEFAULT,6094,2951,EUR,DE
9505265867,,ORIGINAL,6094,2951,EUR,DE
0034762434,,DEFAULT,5096,3775,EUR,DE
0034762434,,ORIGINAL,5096,3775,EUR,DE
225877151X,,DEFAULT,1118,8603,EUR,DE
225877151X,,ORIGINAL,1118,8603,EUR,DE
5883902251,,DEFAULT,9765,2766,EUR,DE
5883902251,,ORIGINAL,9765,2766,EUR,DE
1136926135,,DEFAULT,2186,6285,EUR,DE
1136926135,,ORIGINAL,2186,6285,EUR,DE
3354838701,,DEFAULT,6184,9129,EUR,DE
3354838701,,ORIGINAL,6184,9129,EUR,DE
9354236731,,DEFAULT,9343,9171,EUR,DE
9354236731,,ORIGINAL,9343,9171,EUR,DE
0282708278,,DEFAULT,4002,7252,EUR,DE
0282708278,,ORIGINAL,4002,7252,EUR,DE
1762402122,,DEFAULT,2292,3778,EUR,DE
1762402122,,ORIGINAL,2292,3778,EUR,DE
115361068X,,DEFAULT,8486,2641,EUR,DE
115361068X,,ORIGINAL,8486,2641,EUR,DE
6669759371,,DEFAULT,6696,2700,EUR,DE
6669759371,,ORIGINAL,6696,2700,EUR,DE
6800321419,,DEFAULT,9355,1113,EUR,DE
6800321419,,ORIGINAL,9355,1113,EUR,DE
136090705X,,DEFAULT,1167,2052,EUR,DE
136090705X,,ORIGINAL,1167,2052,EUR,DE
0783265468,,DEFAULT,1135,5431,EUR,DE
0783265468,,ORIGINAL,1135,5431,EUR,DE
3955660117,,DEFAULT,8399,5937,EUR,DE
3955660117,,ORIGINAL,8399,5937,EUR,DE
939667558X,,DEFAULT,5049,3818,EUR,DE
939667558X,,ORIGINAL,5049,3818,EUR,DE
5151641034,,DEFAULT,1972,4579,EUR,DE
5151641034,,ORIGINAL,1972,4579,EUR,DE
0457385375,,DEFAULT,1979,3720,EUR,DE
0457385375,,ORIGINAL,1979,3720,EUR,DE
0286718014,,DEFAULT,5383,8766,EUR,DE
0286718014,,ORIGINAL,5383,8766,EUR,DE
9712190064,,DEFAULT,7585,1198,EUR,DE
9712190064,,ORIGINAL,7585,1198,EUR,DE
3956581342,,DEFAULT,8785,7153,EUR,DE
3956581342,,ORIGINAL,8785,7153,EUR,DE
4424256995,,DEFAULT,9569,8468,EUR,DE
4424256995,,ORIGINAL,9569,8468,EUR,DE
6223034237,,DEFAULT,3833,8054,EUR,DE
6223034237,,ORIGINAL,3833,8054,EUR,DE
0232533482,,DEFAULT,9466,3324,EUR,DE
0232533482,,ORIGINAL,9466,3324,EUR,DE
395622969X,,DEFAULT,2698,3170,EUR,DE
395622969X,,ORIGINAL,2698,3170,EUR,DE
3328546502,,DEFAULT,2152,1255,EUR,DE
3328546502,,ORIGINAL,2152,1255,EUR,DE
7457163484,,DEFAULT,2975,9865,EUR,DE
7457163484,,ORIGINAL,2975,9865,EUR,DE
0391473859,,DEFAULT,7684,5879,EUR,DE
0391473859,,ORIGINAL,7684,5879,EUR,DE
1709135654,,DEFAULT,6865,7822,EUR,DE
1709135654,,ORIGINAL,6865,7822,EUR,DE
954357832X,,DEFAULT,6996,1601,EUR,DE
954357832X,,ORIGINAL,6996,1601,EUR,DE
6191646720,,DEFAULT,8341,8269,EUR,DE
6191646720,,ORIGINAL,8341,8269,EUR,DE
3509093046,,DEFAULT,6980,7064,EUR,DE
3509093046,,ORIGINAL,6980,7064,EUR,DE
8998847655,,DEFAULT,3431,3283,EUR,DE
8998847655,,ORIGINAL,3431,3283,EUR,DE
4230553161,,DEFAULT,3241,8537,EUR,DE
4230553161,,ORIGINAL,3241,8537,EUR,DE
5549314681,,DEFAULT,4783,6479,EUR,DE
5549314681,,ORIGINAL,4783,6479,EUR,DE
5113940151,,DEFAULT,6037,4870,EUR,DE
5113940151,,ORIGINAL,6037,4870,EUR,DE
9145657335,,DEFAULT,7540,7641,EUR,DE
9145657335,,ORIGINAL,7540,7641,EUR,DE
8772164034,,DEFAULT,1499,4244,EUR,DE
8772164034,,ORIGINAL,1499,4244,EUR,DE
400302043X,,DEFAULT,6032,3904,EUR,DE
400302043X,,ORIGINAL,6032,3904,EUR,DE
1091146594,,DEFAULT,2296,8122,EUR,DE
1091146594,,ORIGINAL,2296,8122,EUR,DE
7803399967,,DEFAULT,4619,2421,EUR,DE
7803399967,,ORIGINAL,4619,2421,EUR,DE
3657772138,,DEFAULT,2213,9136,EUR,DE
3657772138,,ORIGINAL,2213,9136,EUR,DE
4331920143,,DEFAULT,3997,3600,EUR,DE
4331920143,,ORIGINAL,3997,3600,EUR,DE
6638833480,,DEFAULT,8294,5374,EUR,DE
6638833480,,ORIGINAL,8294,5374,EUR,DE
3965409077,,DEFAULT,6935,1635,EUR,DE
3965409077,,ORIGINAL,6935,1635,EUR,DE
5668629384,,DEFAULT,7076,1633,EUR,DE
5668629384,,ORIGINAL,7076,1633,EUR,DE
6112151707,,DEFAULT,3680,6120,EUR,DE
6112151707,,ORIGINAL,3680,6120,EUR,DE
0578779501,,DEFAULT,4199,8598,EUR,DE
0578779501,,ORIGINAL,4199,8598,EUR,DE
6097061463,,DEFAULT,9040,1538,EUR,DE
6097061463,,ORIGINAL,9040,1538,EUR,DE
0876518889,,DEFAULT,8378,7310,EUR,DE
0876518889,,ORIGINAL,8378,7310,EUR,DE
2025496001,,DEFAULT,4699,7994,EUR,DE
2025496001,,ORIGINAL,4699,7994,EUR,DE
5618561891,,DEFAULT,9007,6791,EUR,DE
5618561891,,ORIGINAL,9007,6791,EUR,DE
4488573177,,DEFAULT,4338,3042,EUR,DE
4488573177,,ORIGINAL,4338,3042,EUR,DE
1085625850,,DEFAULT,5451,8242,EUR,DE
1085625850,,ORIGINAL,5451,8242,EUR,DE
9703883664,,DEFAULT,5662,2134,EUR,DE
9703883664,,ORIGINAL,5662,2134,EUR,DE
1112718478,,DEFAULT,1024,6298,EUR,DE
1112718478,,ORIGINAL,1024,6298,EUR,DE
902924450X,,DEFAULT,7619,3446,EUR,DE
902924450X,,ORIGINAL,7619,3446,EUR,DE
1861705530,,DEFAULT,2024,7635,EUR,DE
1861705530,,ORIGINAL,2024,7635,EUR,DE
2026026513,,DEFAULT,9451,9721,EUR,DE
2026026513,,ORIGINAL,9451,9721,EUR,DE
020622351X,,DEFAULT,6276,4641,EUR,DE
020622351X,,ORIGINAL,6276,4641,EUR,DE
1649587406,,DEFAULT,5979,4891,EUR,DE
1649587406,,ORIGINAL,5979,4891,EUR,DE
2822121966,,DEFAULT,1793,7967,EUR,DE
2822121966,,ORIGINAL,1793,7967,EUR,DE
9786766377,,DEFAULT,4514,9033,EUR,DE
9786766377,,ORIGINAL,4514,9033,EUR,DE
8927928431,,DEFAULT,4792,3998,EUR,DE
8927928431,,ORIGINAL,4792,3998,EUR,DE
3222162247,,DEFAULT,5820,9841,EUR,DE
3222162247,,ORIGINAL,5820,9841,EUR,DE
8553381919,,DEFAULT,3567,6440,EUR,DE
8553381919,,ORIGINAL,3567,6440,EUR,DE
2954876808,,DEFAULT,2655,1170,EUR,DE
2954876808,,ORIGINAL,2655,1170,EUR,DE
9280384945,,DEFAULT,4596,6526,EUR,DE
9280384945,,ORIGINAL,4596,6526,EUR,DE
6718250821,,DEFAULT,3602,2385,EUR,DE
6718250821,,ORIGINAL,3602,2385,EUR,DE
2397936739,,DEFAULT,4893,4359,EUR,DE
2397936739,,ORIGINAL,4893,4359,EUR,DE
3445013004,,DEFAULT,9314,5171,EUR,DE
3445013004,,ORIGINAL,9314,5171,EUR,DE
4070840087,,DEFAULT,8360,1782,EUR,DE
4070840087,,ORIGINAL,8360,1782,EUR,DE
1530764998,,DEFAULT,6722,1398,EUR,DE
1530764998,,ORIGINAL,6722,1398,EUR,DE
695149102X,,DEFAULT,6922,2310,EUR,DE
695149102X,,ORIGINAL,6922,2310,EUR,DE
7444910626,,DEFAULT,1263,5045,EUR,DE
7444910626,,ORIGINAL,1263,5045,EUR,DE
1695764498,,DEFAULT,3567,2421,EUR,DE
1695764498,,ORIGINAL,3567,2421,EUR,DE
4868867938,,DEFAULT,4080,4857,EUR,DE
4868867938,,ORIGINAL,4080,4857,EUR,DE
4720659861,,DEFAULT,8124,6028,EUR,DE
4720659861,,ORIGINAL,8124,6028,EUR,DE
3401547801,,DEFAULT,3333,9566,EUR,DE
3401547801,,ORIGINAL,3333,9566,EUR,DE
7508757696,,DEFAULT,5263,3266,EUR,DE
7508757696,,ORIGINAL,5263,3266,EUR,DE
817960702X,,DEFAULT,8540,8119,EUR,DE
817960702X,,ORIGINAL,8540,8119,EUR,DE
0316705853,,DEFAULT,7092,4066,EUR,DE
0316705853,,ORIGINAL,7092,4066,EUR,DE
4809942457,,DEFAULT,5832,9487,EUR,DE
4809942457,,ORIGINAL,5832,9487,EUR,DE
8194337682,,DEFAULT,1888,6312,EUR,DE
8194337682,,ORIGINAL,1888,6312,EUR,DE
0537070818,,DEFAULT,2640,5619,EUR,DE
0537070818,,ORIGINAL,2640,5619,EUR,DE
0243552211,,DEFAULT,7241,6993,EUR,DE
0243552211,,ORIGINAL,7241,6993,EUR,DE
596202298X,,DEFAULT,7146,6961,EUR,DE
596202298X,,ORIGINAL,7146,6961,EUR,DE
162556094X,,DEFAULT,3905,7642,EUR,DE
162556094X,,ORIGINAL,3905,7642,EUR,DE
1371164525,,DEFAULT,8185,2648,EUR,DE
1371164525,,ORIGINAL,8185,2648,EUR,DE
5336386677,,DEFAULT,7425,8892,EUR,DE
5336386677,,ORIGINAL,7425,8892,EUR,DE
0768561337,,DEFAULT,6240,6598,EUR,DE
0768561337,,ORIGINAL,6240,6598,EUR,DE
9718999353,,DEFAULT,5919,9911,EUR,DE
9718999353,,ORIGINAL,5919,9911,EUR,DE
2127926021,,DEFAULT,3754,3825,EUR,DE
2127926021,,ORIGINAL,3754,3825,EUR,DE
1338316605,,DEFAULT,8745,8300,EUR,DE
1338316605,,ORIGINAL,8745,8300,EUR,DE
1870957563,,DEFAULT,2872,6392,EUR,DE
1870957563,,ORIGINAL,2872,6392,EUR,DE
7216078217,,DEFAULT,5962,1729,EUR,DE
7216078217,,ORIGINAL,5962,1729,EUR,DE
1123067465,,DEFAULT,3909,2293,EUR,DE
1123067465,,ORIGINAL,3909,2293,EUR,DE
2014695407,,DEFAULT,4044,8850,EUR,DE
2014695407,,ORIGINAL,4044,8850,EUR,DE
1298997372,,DEFAULT,4220,8872,EUR,DE
1298997372,,ORIGINAL,4220,8872,EUR,DE
2823325824,,DEFAULT,9671,1644,EUR,DE
2823325824,,ORIGINAL,9671,1644,EUR,DE
7807699132,,DEFAULT,8698,2918,EUR,DE
7807699132,,ORIGINAL,8698,2918,EUR,DE
8367192567,,DEFAULT,1718,7591,EUR,DE
8367192567,,ORIGINAL,1718,7591,EUR,DE
7737050612,,DEFAULT,2602,3378,EUR,DE
7737050612,,ORIGINAL,2602,3378,EUR,DE
8899460353,,DEFAULT,9165,2364,EUR,DE
8899460353,,ORIGINAL,9165,2364,EUR,DE
7573279175,,DEFAULT,8837,5928,EUR,DE
7573279175,,ORIGINAL,8837,5928,EUR,DE
7685228890,,DEFAULT,3350,3088,EUR,DE
7685228890,,ORIGINAL,3350,3088,EUR,DE
3135885968,,DEFAULT,4886,6071,EUR,DE
3135885968,,ORIGINAL,4886,6071,EUR,DE
4144487776,,DEFAULT,4435,1815,EUR,DE
4144487776,,ORIGINAL,4435,1815,EUR,DE
1068245425,,DEFAULT,8209,2405,EUR,DE
1068245425,,ORIGINAL,8209,2405,EUR,DE
108744604X,,DEFAULT,6946,2402,EUR,DE
108744604X,,ORIGINAL,6946,2402,EUR,DE
3945198836,,DEFAULT,8762,4507,EUR,DE
3945198836,,ORIGINAL,8762,4507,EUR,DE
4083812133,,DEFAULT,6852,1492,EUR,DE
4083812133,,ORIGINAL,6852,1492,EUR,DE
0851907660,,DEFAULT,2873,5933,EUR,DE
0851907660,,ORIGINAL,2873,5933,EUR,DE
0806871873,,DEFAULT,5588,9191,EUR,DE
0806871873,,ORIGINAL,5588,9191,EUR,DE
9377387272,,DEFAULT,1010,9606,EUR,DE
9377387272,,ORIGINAL,1010,9606,EUR,DE
8542059336,,DEFAULT,4978,9249,EUR,DE
8542059336,,ORIGINAL,4978,9249,EUR,DE
504323587X,,DEFAULT,2335,9521,EUR,DE
504323587X,,ORIGINAL,2335,9521,EUR,DE
2855074231,,DEFAULT,2205,5292,EUR,DE
2855074231,,ORIGINAL,2205,5292,EUR,DE
1690043245,,DEFAULT,7206,2534,EUR,DE
1690043245,,ORIGINAL,7206,2534,EUR,DE
3400187593,,DEFAULT,6548,7756,EUR,DE
3400187593,,ORIGINAL,6548,7756,EUR,DE
5314864045,,DEFAULT,4997,1773,EUR,DE
5314864045,,ORIGINAL,4997,1773,EUR,DE
448835727X,,DEFAULT,5252,7487,EUR,DE
448835727X,,ORIGINAL,5252,7487,EUR,DE
8137586806,,DEFAULT,9747,6965,EUR,DE
8137586806,,ORIGINAL,9747,6965,EUR,DE
3605408664,,DEFAULT,7554,1288,EUR,DE
3605408664,,ORIGINAL,7554,1288,EUR,DE
5698855714,,DEFAULT,6473,5298,EUR,DE
5698855714,,ORIGINAL,6473,5298,EUR,DE
6785372364,,DEFAULT,6799,2699,EUR,DE
6785372364,,ORIGINAL,6799,2699,EUR,DE
2746288230,,DEFAULT,6657,6404,EUR,DE
2746288230,,ORIGINAL,6657,6404,EUR,DE
3419742088,,DEFAULT,9622,3411,EUR,DE
3419742088,,ORIGINAL,9622,3411,EUR,DE
5210450031,,DEFAULT,6515,5594,EUR,DE
5210450031,,ORIGINAL,6515,5594,EUR,DE
3935274076,,DEFAULT,4257,3521,EUR,DE
3935274076,,ORIGINAL,4257,3521,EUR,DE
5311556609,,DEFAULT,2627,3888,EUR,DE
5311556609,,ORIGINAL,2627,3888,EUR,DE
2000578667,,DEFAULT,2848,5942,EUR,DE
2000578667,,ORIGINAL,2848,5942,EUR,DE
1119409772,,DEFAULT,5353,7649,EUR,DE
1119409772,,ORIGINAL,5353,7649,EUR,DE
8905365663,,DEFAULT,4113,9621,EUR,DE
8905365663,,ORIGINAL,4113,9621,EUR,DE
4069394648,,DEFAULT,1027,2437,EUR,DE
